
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set ALLN and time  0.1000000E+01
         3   3 -6.680231E+00 -1.805554E+00 -2.141612E-01 -3.726198E-02  5.692680E-01  2.445317E-01
         3   4 -6.261033E+00 -8.225370E-01  2.099262E-01 -3.726198E-02  5.692680E-01 -2.445317E-01
         3   5  6.680231E+00  1.796429E+00  2.050361E-01 -3.726198E-02  5.692680E-01 -2.445317E-01
         3   6  6.261033E+00  8.231921E-01 -2.092711E-01 -3.726198E-02  5.692680E-01  2.445317E-01
         3   7  6.680231E+00  1.796429E+00  2.050361E-01  3.726198E-02  5.692680E-01  2.445317E-01
         3   8  6.261033E+00  8.231921E-01 -2.092711E-01  3.726198E-02  5.692680E-01 -2.445317E-01
         4   1  2.251499E-01  1.109369E+00  2.265961E-01 -6.003996E-02 -1.576263E-13  2.626748E-01
         4   2 -2.251499E-01  5.683614E-02 -2.255374E-01 -6.003996E-02 -1.970329E-13 -2.626748E-01
         4   3  2.251499E-01  1.109369E+00  2.265961E-01  6.003996E-02 -1.751404E-14 -2.626748E-01
         4   4 -2.251499E-01  5.683614E-02 -2.255374E-01  6.003996E-02  2.627105E-14  2.626748E-01
         4   5 -2.251499E-01 -1.106477E+00 -2.237036E-01  6.003996E-02 -1.620048E-13  2.626748E-01
         4   6  2.251499E-01 -5.761119E-02  2.247623E-01  6.003996E-02 -1.838974E-13 -2.626748E-01
         4   7 -2.251499E-01 -1.106477E+00 -2.237036E-01 -6.003996E-02 -8.757018E-15 -2.626748E-01
         4   8  2.251499E-01 -5.761119E-02  2.247623E-01 -6.003996E-02  2.627105E-14  2.626748E-01
         5   1 -3.079629E-01  7.786181E-02 -3.083477E-01  8.211878E-02  2.666013E-06 -3.592763E-01
         5   2  3.079629E-01  1.516809E+00  3.094586E-01  8.211878E-02  2.666013E-06  3.592763E-01
         5   3 -3.079279E-01  7.789681E-02 -3.083183E-01 -8.211878E-02 -2.666013E-06  3.592630E-01
         5   4  3.079279E-01  1.516774E+00  3.093248E-01 -8.211878E-02 -2.666013E-06 -3.592630E-01
         5   5  3.079279E-01 -7.867186E-02  3.075432E-01 -8.211878E-02 -2.666013E-06 -3.592630E-01
         5   6 -3.079279E-01 -1.513882E+00 -3.064322E-01 -8.211878E-02 -2.666014E-06  3.592630E-01
         5   7  3.079629E-01 -7.863687E-02  3.075726E-01  8.211878E-02  2.666013E-06  3.592763E-01
         5   8 -3.079629E-01 -1.513917E+00 -3.065661E-01  8.211878E-02  2.666013E-06 -3.592763E-01
         6   1 -8.563736E+00 -1.125120E+00  2.869794E-01 -5.101255E-02 -7.786093E-01  3.344597E-01
         6   2 -9.137113E+00 -2.467856E+00 -2.913228E-01 -5.101255E-02 -7.786093E-01 -3.344597E-01
         6   3 -8.563138E+00 -1.125147E+00  2.870267E-01  5.091652E-02 -7.786067E-01 -3.344497E-01
         6   4 -9.136463E+00 -2.467829E+00 -2.911532E-01  5.091652E-02 -7.786067E-01  3.344497E-01
         6   5  8.563138E+00  1.125802E+00 -2.863716E-01  5.091652E-02 -7.786067E-01  3.344497E-01
         6   6  9.136463E+00  2.458704E+00  2.820282E-01  5.091652E-02 -7.786067E-01 -3.344497E-01
         6   7  8.563736E+00  1.125776E+00 -2.863242E-01 -5.101255E-02 -7.786093E-01 -3.344597E-01
         6   8  9.137113E+00  2.458731E+00  2.821978E-01 -5.101255E-02 -7.786093E-01  3.344597E-01
         7   1 -9.616409E+00 -2.597148E+00 -3.062866E-01  5.363983E-02  8.194797E-01 -3.520114E-01
         7   2 -9.012961E+00 -1.184213E+00  3.020516E-01  5.363983E-02  8.194797E-01  3.520114E-01
         7   3 -9.616409E+00 -2.597148E+00 -3.062866E-01 -5.363983E-02  8.194797E-01  3.520114E-01
         7   4 -9.012961E+00 -1.184213E+00  3.020516E-01 -5.363983E-02  8.194797E-01 -3.520114E-01
         7   5  9.616409E+00  2.588023E+00  2.971615E-01 -5.363983E-02  8.194797E-01 -3.520114E-01
         7   6  9.012961E+00  1.184868E+00 -3.013965E-01 -5.363983E-02  8.194797E-01  3.520114E-01
         7   7  9.616409E+00  2.588023E+00  2.971615E-01  5.363983E-02  8.194797E-01  3.520114E-01
         7   8  9.012961E+00  1.184868E+00 -3.013965E-01  5.363983E-02  8.194797E-01 -3.520114E-01
         8   1  3.241105E-01  1.596337E+00  3.255568E-01 -8.642947E-02 -4.466079E-13  3.781289E-01
         8   2 -3.241105E-01  8.198780E-02 -3.244981E-01 -8.642947E-02 -3.940658E-13 -3.781289E-01
         8   3  3.241105E-01  1.596337E+00  3.255568E-01  8.642947E-02  3.502807E-14 -3.781289E-01
         8   4 -3.241105E-01  8.198780E-02 -3.244981E-01  8.642947E-02  0.000000E+00  3.781289E-01
         8   5 -3.241105E-01 -1.593445E+00 -3.226643E-01  8.642947E-02 -4.203368E-13  3.781289E-01
         8   6  3.241105E-01 -8.276285E-02  3.237230E-01  8.642947E-02 -3.853088E-13 -3.781289E-01
         8   7 -3.241105E-01 -1.593445E+00 -3.226643E-01 -8.642947E-02  3.502807E-14 -3.781289E-01
         8   8  3.241105E-01 -8.276285E-02  3.237230E-01 -8.642947E-02  0.000000E+00  3.781289E-01
         9   1  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
         9   2  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
         9   3  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
         9   4  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
         9   5  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
         9   6  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
         9   7  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
         9   8  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        10   1  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        10   2  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        10   3  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        10   4  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        10   5  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        10   6  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        10   7  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        10   8  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        11   1  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        11   2  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        11   3  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        11   4  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        11   5  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        11   6  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        11   7  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        11   8  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        12   1  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        12   2  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        12   3  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        12   4  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        12   5  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        12   6  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        12   7  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        12   8  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        13   1  4.533890E-01  1.469347E+00  1.313985E-02 -3.746683E-01  2.189254E-14 -2.690394E+00
        13   2  5.058432E-01  1.469347E+00  6.559411E-02 -3.746683E-01  0.000000E+00 -2.690394E+00
        13   3  4.533890E-01  1.467551E+00  1.260101E-02 -3.746683E-01  1.313553E-14 -1.774538E+00
        13   4  5.058432E-01  1.467551E+00  6.505527E-02 -3.746683E-01 -8.757018E-15 -1.774538E+00
        13   5 -4.276481E-01 -1.467443E+00  1.313985E-02  3.746683E-01 -1.094627E-14 -2.690394E+00
        13   6 -3.751938E-01 -1.467443E+00  6.559411E-02  3.746683E-01  0.000000E+00 -2.690394E+00
        13   7 -4.276481E-01 -1.469239E+00  1.260101E-02  3.746683E-01 -1.970329E-14 -1.774538E+00
        13   8 -3.751938E-01 -1.469239E+00  6.505527E-02  3.746683E-01 -6.567763E-15 -1.774538E+00
        14   1 -1.833820E+00 -8.099730E+00 -4.794488E-01 -5.170335E-01  4.493670E-01 -6.549367E-01
        14   2  6.666928E-01 -6.996777E+00  5.501491E-01 -5.812353E-01 -4.493670E-01 -5.764679E-01
        14   3 -1.862185E+00 -8.167556E+00 -5.081586E-01 -3.013221E-01 -4.494305E-01  2.304079E-01
        14   4  6.385604E-01 -7.064370E+00  5.219826E-01 -3.655239E-01  4.494305E-01  1.519391E-01
        14   5  1.949399E+00  8.101751E+00  5.953721E-01  5.170335E-01  4.494305E-01 -6.549181E-01
        14   6 -6.977472E-01  6.998565E+00 -5.811694E-01  5.812353E-01 -4.494305E-01 -5.764492E-01
        14   7  1.977531E+00  8.165752E+00  6.231599E-01  3.013221E-01 -4.493670E-01  2.303893E-01
        14   8 -6.693820E-01  7.062799E+00 -5.528384E-01  3.655239E-01  4.493670E-01  1.519205E-01
        15   1 -2.806878E-01 -1.012646E+01  5.219003E-01 -3.655239E-01 -4.493670E-01 -5.764492E-01
        15   2 -2.781201E+00 -1.122942E+01 -5.076976E-01 -3.013221E-01  4.493670E-01 -6.549181E-01
        15   3 -2.523226E-01 -1.006223E+01  5.502313E-01 -5.812353E-01  4.494305E-01  1.519205E-01
        15   4 -2.753068E+00 -1.116542E+01 -4.799098E-01 -5.170335E-01 -4.494305E-01  2.303893E-01
        15   5  2.496333E-01  1.012825E+01 -5.529206E-01  3.655239E-01 -4.494305E-01 -5.764679E-01
        15   6  2.896779E+00  1.123144E+01  6.236209E-01  3.013221E-01  4.494305E-01 -6.549367E-01
        15   7  2.215010E-01  1.006066E+01 -5.810872E-01  5.812353E-01  4.493670E-01  1.519391E-01
        15   8  2.868414E+00  1.116361E+01  5.949111E-01  5.170335E-01 -4.493670E-01  2.304079E-01
        16   1 -1.761349E+00 -6.087958E+00  6.559411E-02 -3.746683E-01  0.000000E+00  1.350010E+00
        16   2 -1.813803E+00 -6.087958E+00  1.313985E-02 -3.746683E-01  1.915598E-14  1.350010E+00
        16   3 -1.761349E+00 -6.089755E+00  6.505527E-02 -3.746683E-01  1.532478E-14  2.265866E+00
        16   4 -1.813803E+00 -6.089755E+00  1.260101E-02 -3.746683E-01  3.612270E-14  2.265866E+00
        16   5  1.891998E+00  6.089863E+00  6.559411E-02  3.746683E-01  9.851645E-15  1.350010E+00
        16   6  1.839544E+00  6.089863E+00  1.313985E-02  3.746683E-01  1.833501E-14  1.350010E+00
        16   7  1.891998E+00  6.088067E+00  6.505527E-02  3.746683E-01 -5.418405E-14  2.265866E+00
        16   8  1.839544E+00  6.088067E+00  1.260101E-02  3.746683E-01  9.030674E-15  2.265866E+00
        17   1  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        17   2  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        17   3  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        17   4  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        17   5  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        17   6  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        17   7  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        17   8  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        18   1  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        18   2  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        18   3  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        18   4  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        18   5  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        18   6  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        18   7  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        18   8  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        19   1  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        19   2  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        19   3  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        19   4  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        19   5  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        19   6  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        19   7  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        19   8  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        20   1  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        20   2  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        20   3  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        20   4  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        20   5  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        20   6  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        20   7  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        20   8  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        21   1  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        21   2  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        21   3  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        21   4  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        21   5  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        21   6  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        21   7  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        21   8  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        22   1 -2.307697E+00 -2.307697E+00 -8.080808E+00 -8.838473E-14 -3.283882E-14 -8.757018E-14
        22   2  6.183455E-01  6.183455E-01 -8.080808E+00  6.912453E-14 -5.035285E-14 -3.240096E-13
        22   3 -2.307697E+00 -2.307697E+00 -8.080808E+00  2.956723E-14  2.627105E-14 -6.129912E-14
        22   4  6.183455E-01  6.183455E-01 -8.080808E+00 -7.506374E-14 -4.159583E-14 -2.539535E-13
        22   5 -2.307697E+00 -2.307697E+00 -8.080808E+00 -9.418070E-14 -1.313553E-14  2.276825E-13
        22   6  6.183455E-01  6.183455E-01 -8.080808E+00  7.309309E-14  8.319167E-14  1.050842E-13
        22   7 -2.307697E+00 -2.307697E+00 -8.080808E+00  2.434370E-14 -3.283882E-14  1.576263E-13
        22   8  6.183455E-01  6.183455E-01 -8.080808E+00 -6.453864E-14 -3.721732E-14  1.751404E-14
        23   1  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        23   2  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        23   3  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        23   4  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        23   5  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        23   6  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        23   7  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        23   8  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
        24   1 -2.307697E+00 -2.307697E+00 -8.080808E+00 -3.409165E-14  1.039896E-13 -2.145469E-13
        24   2  6.183455E-01  6.183455E-01 -8.080808E+00  1.044043E-13  3.415237E-13 -4.685004E-13
        24   3 -2.307697E+00 -2.307697E+00 -8.080808E+00  5.208031E-15  5.199479E-14 -2.320610E-13
        24   4  6.183455E-01  6.183455E-01 -8.080808E+00  7.569817E-14  6.129912E-14 -3.721732E-13
        24   5 -2.307697E+00 -2.307697E+00 -8.080808E+00  5.173396E-14 -1.444908E-13  1.882759E-13
        24   6  6.183455E-01  6.183455E-01 -8.080808E+00  7.059490E-15  1.625521E-13  1.795189E-13
        24   7 -2.307697E+00 -2.307697E+00 -8.080808E+00  9.043502E-14  1.297133E-13  5.692061E-14
        24   8  6.183455E-01  6.183455E-01 -8.080808E+00 -2.645064E-14 -5.363673E-14  1.488693E-13
